Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg15895782,ENSG00000042781,USH2A,1146009,R4,0.0013405415649036048,0.15841584158415842
cg20146241,ENSG00000158055,GRHL3,-170631,L4,0.0013407326076447601,0.0891089108910891
cg22226775,ENSG00000157911,PEX10,-662796,L10,0.0013407326076447601,0.07920792079207921
cg25463742,ENSG00000130939,UBE4B,-598276,L8,0.0013407326076447601,0.21782178217821782
cg11750112,ENSG00000187140,FOXD3,-1147944,L8,0.0013734439105952058,0.039603960396039604
cg21117808,ENSG00000178585,CTNNBIP1,20396,R1,0.0013744184000411479,0.1485148514851485
cg18345456,ENSG00000042781,USH2A,1620539,R6,0.001408378493643136,0.15841584158415842
cg17901924,ENSG00000212916,MAP10,-178325,L3,0.001408875678689537,0.10891089108910891
cg18270687,ENSG00000182109,RP11-69E11.4,951968,R8,0.001408875678689537,0.04950495049504951
cg26407161,ENSG00000116213,WRAP73,518259,R4,0.001408875678689537,0.1782178217821782
cg23972860,ENSG00000074800,ENO1,1526035,R9,0.0014441200970877364,0.0594059405940594
cg25470758,ENSG00000116350,SRSF4,-1771643,L5,0.0014441200970877364,0.16831683168316833
cg04923840,ENSG00000143353,LYPLAL1,4118596,R8,0.0014801675752748329,0.039603960396039604
cg12764314,ENSG00000116668,SWT1,472045,R4,0.0014801675752748329,0.039603960396039604
cg17079374,ENSG00000215788,TNFRSF25,-781756,L10,0.0014801675752748329,0.12871287128712872
cg21690505,ENSG00000143742,SRP9,-336714,L8,0.0014801675752748329,0.1188118811881188
cg06346954,ENSG00000163362,C1orf106,710949,R6,0.0015170343031502037,0.04950495049504951
cg13067635,ENSG00000130764,LRRC47,-1813615,L8,0.0015170343031502037,0.2079207920792079
cg22400454,ENSG00000203705,TATDN3,-1656234,L10,0.0015170343031502037,0.0891089108910891
cg16651768,ENSG00000118873,RAB3GAP2,-1894917,L9,0.0015547367438057125,0.2376237623762376
cg19726343,ENSG00000162413,KLHL21,-840927,L5,0.0015547367438057125,0.06930693069306931
cg00393673,ENSG00000215834,FMO9P,1078427,R7,0.0015681087885735577,0.0594059405940594
cg03226435,ENSG00000078900,TP73,510883,R5,0.0015932916368704534,0.2871287128712871
cg13545909,ENSG00000162852,CNST,1076728,R3,0.0015932916368704534,0.1485148514851485
cg16555926,ENSG00000078900,TP73,448063,R5,0.0015932916368704534,0.2871287128712871
cg17425580,ENSG00000127483,HP1BP3,548051,R10,0.0015932916368704534,0.22772277227722773
cg19243842,ENSG00000157911,PEX10,-713284,L10,0.0015932916368704534,0.0891089108910891
cg03604774,ENSG00000142765,SYTL1,-168680,L7,0.001632716001867341,0.039603960396039604
cg04221461,ENSG00000174371,EXO1,-1818573,L6,0.001632716001867341,0.2079207920792079
cg12593511,ENSG00000157911,PEX10,-931516,L10,0.001632716001867341,0.0891089108910891
cg18166959,ENSG00000069248,NUP133,-1235980,L9,0.001632716001867341,0.1485148514851485
cg00760014,ENSG00000127463,EMC1,274329,R2,0.00167302714158087,0.18811881188118812
cg13067635,ENSG00000097021,ACOT7,797643,R8,0.00167302714158087,0.019801980198019802
cg24729839,ENSG00000143756,FBXO28,-1606119,L10,0.00167302714158087,0.07920792079207921
cg26363759,ENSG00000049239,H6PD,-46587,L2,0.00167302714158087,0.0594059405940594
cg00329272,ENSG00000149527,PLCH2,-754511,L9,0.0017142426454352915,0.12871287128712872
cg15576338,ENSG00000243725,TTC4,-1689466,L10,0.0017142426454352915,0.07920792079207921
cg15714328,ENSG00000122483,CCDC18,738177,R8,0.0017142426454352915,0.1782178217821782
cg21267167,ENSG00000130764,LRRC47,-1073246,L7,0.0017142426454352915,0.2079207920792079
cg22729726,ENSG00000227372,TP73-AS1,528692,R6,0.0017142426454352915,0.0891089108910891
cg24250588,ENSG00000186973,FAM183A,407814,R7,0.0017346068673427548,0.1782178217821782
cg12427162,ENSG00000143156,NME7,903279,R8,0.0017563803928824853,0.009900990099009901
cg19082496,ENSG00000121900,TMEM54,-532312,L6,0.0017563803928824853,0.07920792079207921
cg24250492,ENSG00000198756,COLGALT2,-261541,L3,0.0017563803928824853,0.1485148514851485
cg26913155,ENSG00000078900,TP73,440907,R5,0.0017563803928824853,0.297029702970297
cg22127730,ENSG00000173662,TAS1R1,-1084715,L7,0.0017982473320688878,0.25742574257425743
cg10015974,ENSG00000118197,DDX59,765442,R3,0.001799458556798751,0.09900990099009901
cg13300670,ENSG00000078900,TP73,672248,R7,0.001799458556798751,0.297029702970297
cg16513984,ENSG00000116691,MIIP,-169781,L3,0.001799458556798751,0.04950495049504951
cg18795022,ENSG00000215788,TNFRSF25,-1061154,L10,0.001799458556798751,0.12871287128712872
cg21609706,ENSG00000117155,SSX2IP,3484906,R9,0.001799458556798751,0.24752475247524752
cg09814448,ENSG00000123080,CDKN2C,2745131,R7,0.0018434956068897682,0.039603960396039604
cg13305444,ENSG00000143514,TP53BP2,-1804521,L10,0.0018434956068897682,0.039603960396039604
cg13429095,ENSG00000162897,FCAMR,218121,R7,0.0018621522166795946,0.1188118811881188
cg08458711,ENSG00000162390,ACOT11,-368687,L9,0.0018885103131028732,0.06930693069306931
cg15645728,ENSG00000130764,LRRC47,-949079,L7,0.0018885103131028732,0.22772277227722773
cg19726343,ENSG00000007923,DNAJC11,-753610,L2,0.0018885103131028732,0.21782178217821782
cg22127730,ENSG00000171680,PLEKHG5,-1144411,L9,0.0018885103131028732,0.21782178217821782
cg24152264,ENSG00000183780,SLC35F3,1220067,R5,0.0018885103131028732,0.039603960396039604
cg24446417,ENSG00000196878,LAMB3,230186,R1,0.0018885103131028732,0.07920792079207921
cg18437839,ENSG00000118194,TNNT2,-98822,L5,0.001911326662870178,0.019801980198019802
cg04781796,ENSG00000162585,C1orf86,156154,R2,0.0019345217490458783,0.1188118811881188
cg06880420,ENSG00000118193,KIF14,400639,R2,0.0019345217490458783,0.1782178217821782
cg07236204,ENSG00000118200,CAMSAP2,1335898,R4,0.0019345217490458783,0.04950495049504951
cg12764314,ENSG00000116406,EDEM3,5198,L1,0.0019345217490458783,0.019801980198019802
cg16258888,ENSG00000174371,EXO1,1561236,R8,0.0019345217490458783,0.2079207920792079
cg17296707,ENSG00000143494,VASH2,439497,R8,0.0019345217490458783,0.25742574257425743
cg18161025,ENSG00000186283,TOR3A,1906217,R9,0.0019345217490458783,0.0297029702970297
cg22531801,ENSG00000168243,GNG4,-0,L1,0.0019345217490458783,0.019801980198019802
cg23259394,ENSG00000158055,GRHL3,10846,L1,0.0019345217490458783,0.10891089108910891
cg10636760,ENSG00000157911,PEX10,-559358,L8,0.0019815492954115468,0.09900990099009901
cg12444822,ENSG00000143815,LBR,-55276,L2,0.0019815492954115468,0.1485148514851485
cg13935127,ENSG00000187801,ZFP69B,-199483,L5,0.0019815492954115468,0.19801980198019803
cg16059167,ENSG00000116213,WRAP73,300474,R4,0.0019815492954115468,0.1782178217821782
cg16276225,ENSG00000196418,ZNF124,187282,R5,0.0019815492954115468,0.0891089108910891
cg21609706,ENSG00000171517,LPAR3,3652801,R10,0.0019815492954115468,0.16831683168316833
cg27293357,ENSG00000133019,CHRM3,-1095320,L4,0.0019815492954115468,0.25742574257425743
cg27444751,ENSG00000130764,LRRC47,667731,R9,0.0019815492954115468,0.22772277227722773
cg18766795,ENSG00000240021,TEX35,1230949,R4,0.002008174272282811,0.297029702970297
cg00974095,ENSG00000182109,RP11-69E11.4,-142754,L6,0.0020296126434069094,0.04950495049504951
cg02837162,ENSG00000116898,MRPS15,-160305,L2,0.0020296126434069094,0.009900990099009901
cg07236204,ENSG00000118197,DDX59,1220236,R3,0.0020296126434069094,0.10891089108910891
cg15876968,ENSG00000117133,RPF1,-122848,L4,0.0020296126434069094,0.09900990099009901
cg19630039,ENSG00000157881,PANK4,578164,R10,0.0020296126434069094,0.1782178217821782
cg21922512,ENSG00000135870,RC3H1,1451129,R15,0.0020296126434069094,0.06930693069306931
cg05223638,ENSG00000157911,PEX10,-690931,L10,0.0020787317981864886,0.09900990099009901
cg17933936,ENSG00000143751,SDE2,-698676,L7,0.0020787317981864886,0.1485148514851485
cg18795022,ENSG00000162408,NOL9,-972814,L8,0.0020787317981864886,0.21782178217821782
cg19900821,ENSG00000117143,UAP1,172188,R3,0.0020787317981864886,0.019801980198019802
cg20321265,ENSG00000058453,CROCC,-242552,L6,0.0020787317981864886,0.2079207920792079
cg25001190,ENSG00000162607,USP1,1233131,R5,0.0020787317981864886,0.0594059405940594
cg25023165,ENSG00000135763,URB2,486918,R6,0.0020787317981864886,0.21782178217821782
cg13081288,ENSG00000215834,FMO9P,-340933,L4,0.002128072124249157,0.0594059405940594
cg17591816,ENSG00000180999,C1orf105,150734,R2,0.0021283177319477028,0.0297029702970297
cg07921765,ENSG00000069248,NUP133,688956,R4,0.002128927082288555,0.15841584158415842
cg08847614,ENSG00000078900,TP73,-426240,L9,0.002128927082288555,0.297029702970297
cg14170793,ENSG00000168118,RAB4A,-83009,L3,0.002128927082288555,0.04950495049504951
cg14786116,ENSG00000116957,TBCE,262441,R5,0.002128927082288555,0.12871287128712872
cg16552271,ENSG00000162493,PDPN,-1448454,L3,0.002128927082288555,0.06930693069306931
cg17711754,ENSG00000155380,SLC16A1,933267,R9,0.002128927082288555,0.0594059405940594
cg17943995,ENSG00000053372,MRTO4,960401,R8,0.002128927082288555,0.21782178217821782
cg24307587,ENSG00000143324,XPR1,-1253295,L7,0.002128927082288555,0.04950495049504951
cg08530632,ENSG00000065243,PKN2,112733,L1,0.002180219139073471,0.21782178217821782
cg15633035,ENSG00000143603,KCNN3,230413,R6,0.002180219139073471,0.09900990099009901
cg16513984,ENSG00000120949,TNFRSF8,-57619,L2,0.002180219139073471,0.16831683168316833
cg17455155,ENSG00000078900,TP73,512403,R5,0.002180219139073471,0.3069306930693069
cg19243842,ENSG00000130764,LRRC47,638261,R9,0.002180219139073471,0.24752475247524752
cg19938167,ENSG00000118200,CAMSAP2,1656282,R5,0.002180219139073471,0.0594059405940594
cg24310780,ENSG00000132196,HSD17B7,-2474007,L7,0.002180219139073471,0.0297029702970297
cg26607897,ENSG00000143155,TIPRL,637330,R7,0.002180219139073471,0.04950495049504951
cg16265859,ENSG00000179002,TAS1R2,-214892,L4,0.0022033035245103785,0.07920792079207921
cg07381872,ENSG00000162601,MYSM1,-2242311,L8,0.002232628936163203,0.07920792079207921
cg12073436,ENSG00000136634,IL10,-12174,L1,0.002232628936163203,0.06930693069306931
cg17421241,ENSG00000116213,WRAP73,345376,R4,0.002232628936163203,0.1782178217821782
cg18270687,ENSG00000196449,YRDC,-762124,L9,0.002232628936163203,0.09900990099009901
cg25025181,ENSG00000162849,KIF26B,-505776,L2,0.002232628936163203,0.0594059405940594
cg20321265,ENSG00000142619,PADI3,33564,R1,0.0022567182555988867,0.38613861386138615
cg12458003,ENSG00000198625,MDM4,-417954,L3,0.002286177768880996,0.1782178217821782
cg02837162,ENSG00000163875,MEAF6,867830,R3,0.002340887263690246,0.10891089108910891
cg10519004,ENSG00000078900,TP73,254639,R5,0.002340887263690246,0.3069306930693069
cg14170793,ENSG00000177614,PGBD5,932739,R6,0.002340887263690246,0.0297029702970297
cg16580616,ENSG00000188739,RBM34,37977,R2,0.002340887263690246,0.1485148514851485
cg17094624,ENSG00000185420,SMYD3,657973,R2,0.002340887263690246,0.04950495049504951
cg18787437,ENSG00000162458,FBLIM1,-386583,L10,0.002340887263690246,0.09900990099009901
cg22736624,ENSG00000117595,IRF6,593684,R6,0.002340887263690246,0.1188118811881188
cg13305444,ENSG00000243709,LEFTY1,235784,R4,0.002396474930138064,0.21782178217821782
cg09874992,ENSG00000116350,SRSF4,-1806108,L6,0.002396779381631538,0.18811881188118812
cg11820840,ENSG00000198625,MDM4,-43675,L2,0.002396779381631538,0.1782178217821782
cg17876128,ENSG00000116213,WRAP73,-499215,L10,0.002396779381631538,0.1782178217821782
cg23722204,ENSG00000116128,BCL9,36303,L1,0.002396779381631538,0.0594059405940594
cg24412662,ENSG00000157911,PEX10,-521430,L8,0.002396779381631538,0.10891089108910891
cg26896979,ENSG00000178585,CTNNBIP1,-523927,L8,0.002396779381631538,0.18811881188118812
cg01176047,ENSG00000174371,EXO1,1355905,R7,0.0024538764217568575,0.21782178217821782
cg06201717,ENSG00000116213,WRAP73,597696,R6,0.0024538764217568575,0.1782178217821782
cg11682697,ENSG00000169174,PCSK9,-1461846,L3,0.0024538764217568575,0.09900990099009901
cg15594444,ENSG00000162601,MYSM1,-727427,L4,0.0024538764217568575,0.07920792079207921
cg19082496,ENSG00000116514,RNF19B,-469065,L5,0.0024538764217568575,0.10891089108910891
cg19900821,ENSG00000143228,NUF2,877231,R9,0.0024538764217568575,0.21782178217821782
cg21850722,ENSG00000088035,ALG6,-654240,L5,0.0024538764217568575,0.06930693069306931
cg24446417,ENSG00000162757,C1orf74,397632,R5,0.0024538764217568575,0.0891089108910891
cg00045114,ENSG00000183831,ANKRD45,904539,R5,0.0025118850443153393,0.297029702970297
cg07959978,ENSG00000158966,CACHD1,-835349,L6,0.0025122010245598675,0.2079207920792079
cg12527995,ENSG00000162385,MAGOH,589268,R10,0.0025122010245598675,0.09900990099009901
cg14856563,ENSG00000053372,MRTO4,466942,R6,0.0025122010245598675,0.22772277227722773
cg15576338,ENSG00000162396,PARS2,-1667609,L9,0.0025122010245598675,0.09900990099009901
cg21291759,ENSG00000053371,AKR7A2,1223671,R10,0.0025122010245598675,0.1782178217821782
cg12427163,ENSG00000203737,GPR52,-1416151,L8,0.0025438195778064547,0.13861386138613863
cg04508870,ENSG00000171735,CAMTA1,-468850,L8,0.002571776175401213,0.0891089108910891
cg07921765,ENSG00000135775,COG2,1890146,R10,0.002571776175401213,0.0891089108910891
cg12444822,ENSG00000143751,SDE2,498497,R7,0.002571776175401213,0.15841584158415842
cg12550241,ENSG00000175137,SH3BP5L,245605,R2,0.002571776175401213,0.06930693069306931
cg22628512,ENSG00000081277,PKP1,903920,R10,0.002571776175401213,0.16831683168316833
cg23270529,ENSG00000153187,HNRNPU,1429798,R9,0.002571776175401213,0.2376237623762376
cg26913155,ENSG00000149527,PLCH2,-691205,L9,0.002571776175401213,0.12871287128712872
cg23981702,ENSG00000173212,MAB21L3,921375,R5,0.0026325432405454297,0.0594059405940594
cg12130225,ENSG00000181218,HIST3H2A,-1053324,L10,0.0026326252079277327,0.0594059405940594
cg15391425,ENSG00000149527,PLCH2,-670024,L9,0.0026326252079277327,0.12871287128712872
cg21267167,ENSG00000198912,C1orf174,-969457,L4,0.0026326252079277327,0.10891089108910891
cg04781796,ENSG00000157911,PEX10,376487,R7,0.002694771807484494,0.13861386138613863
cg12427163,ENSG00000213057,C1orf220,2677050,R9,0.002694771807484494,0.10891089108910891
cg16703466,ENSG00000175137,SH3BP5L,-16545,L2,0.002694771807484494,0.06930693069306931
cg24634746,ENSG00000215788,TNFRSF25,-1012467,L10,0.002694771807484494,0.1485148514851485
cg25025181,ENSG00000153207,AHCTF1,623888,R5,0.002694771807484494,0.15841584158415842
cg04482628,ENSG00000054116,TRAPPC3,20420,R1,0.0027582400145184666,0.0891089108910891
cg07381872,ENSG00000088035,ALG6,2425183,R10,0.0027582400145184666,0.06930693069306931
cg08847614,ENSG00000116213,WRAP73,-509680,L10,0.0027582400145184666,0.1782178217821782
cg19896129,ENSG00000158966,CACHD1,1779976,R9,0.0027582400145184666,0.21782178217821782
cg26407161,ENSG00000157881,PANK4,-571030,L8,0.0027582400145184666,0.2079207920792079
cg25001190,ENSG00000132855,ANGPTL3,1394321,R7,0.0027792506879921568,0.039603960396039604
cg14032261,ENSG00000143473,KCNH1,-601847,L8,0.0028229676364571075,0.0891089108910891
cg03946297,ENSG00000024526,DEPDC1,-2177784,L9,0.0028230542279727073,0.18811881188118812
cg13935127,ENSG00000049089,COL9A2,-345385,L7,0.0028230542279727073,0.25742574257425743
cg19746567,ENSG00000143793,C1orf35,-201998,L6,0.0028230542279727073,0.21782178217821782
cg19904265,ENSG00000078900,TP73,402370,R5,0.0028230542279727073,0.33663366336633666
cg19938167,ENSG00000118193,KIF14,1468224,R3,0.0028230542279727073,0.1782178217821782
cg01441127,ENSG00000143324,XPR1,-153104,L4,0.002889239208669839,0.04950495049504951
cg06346954,ENSG00000203724,C1orf53,-2272727,L6,0.002889239208669839,0.0297029702970297
cg18166959,ENSG00000135763,URB2,-1084137,L6,0.002889239208669839,0.22772277227722773
cg20995977,ENSG00000097021,ACOT7,1467331,R9,0.002889239208669839,0.0297029702970297
cg22226775,ENSG00000078900,TP73,561049,R5,0.002889239208669839,0.33663366336633666
cg22153407,ENSG00000119283,TRIM67,1007767,R9,0.002922764593176858,0.009900990099009901
cg06880420,ENSG00000177888,ZBTB41,-2950314,L9,0.002956820082683686,0.13861386138613863
cg12603671,ENSG00000066557,LRRC40,-747084,L6,0.002956820082683686,0.15841584158415842
cg16059167,ENSG00000130764,LRRC47,449927,R9,0.002956820082683686,0.25742574257425743
cg18876728,ENSG00000117724,CENPF,-3719163,L9,0.002956820082683686,0.297029702970297
cg23259394,ENSG00000185436,IFNLR1,-120514,L3,0.002956820082683686,0.0297029702970297
cg24412662,ENSG00000116213,WRAP73,680662,R6,0.002956820082683686,0.18811881188118812
cg26607897,ENSG00000143158,MPC2,375126,R4,0.002956820082683686,0.039603960396039604
cg03989270,ENSG00000171612,SLC25A33,1187381,R8,0.003025822344697738,0.26732673267326734
cg09235788,ENSG00000134248,LAMTOR5,-269642,L6,0.003025822344697738,0.019801980198019802
cg12297374,ENSG00000053371,AKR7A2,591907,R8,0.003025822344697738,0.1782178217821782
cg15594444,ENSG00000185839,RP4-592A1.2,-795989,L5,0.003025822344697738,0.15841584158415842
cg22127730,ENSG00000041988,THAP3,-1028886,L3,0.003025822344697738,0.039603960396039604
cg22531801,ENSG00000116977,LGALS8,875228,R6,0.003025822344697738,0.06930693069306931
cg24296187,ENSG00000117691,NENF,171896,R3,0.003025822344697738,0.009900990099009901
cg25199536,ENSG00000117682,DHDDS,157164,R6,0.003025822344697738,0.2376237623762376
cg27428948,ENSG00000135766,EGLN1,-1200959,L4,0.003025822344697738,0.07920792079207921
cg27444751,ENSG00000116213,WRAP73,518278,R4,0.003025822344697738,0.19801980198019803
cg11684541,ENSG00000134644,PUM1,243081,R3,0.003096271861349307,0.1485148514851485
cg13081288,ENSG00000143157,POGK,-115989,L3,0.003096271861349307,0.07920792079207921
cg14094320,ENSG00000117595,IRF6,380319,R6,0.003096271861349307,0.13861386138613863
cg14178083,ENSG00000134690,CDCA8,644658,R8,0.003096271861349307,0.24752475247524752
cg16258888,ENSG00000119285,HEATR1,-3682226,L9,0.003096271861349307,0.16831683168316833
cg20991819,ENSG00000116141,MARK1,2083797,R8,0.003096271861349307,0.26732673267326734
cg21604357,ENSG00000078900,TP73,541611,R5,0.003096271861349307,0.33663366336633666
cg26607897,ENSG00000215834,FMO9P,-910201,L10,0.00310159842098398,0.06930693069306931
cg06358191,ENSG00000078808,SDF4,-59726,L5,0.003168194874557992,0.15841584158415842
cg08530632,ENSG00000183347,GBP6,792445,R10,0.003168194874557992,0.12871287128712872
cg10180415,ENSG00000183508,FAM46C,1090586,R9,0.003168194874557992,0.2079207920792079
cg16926213,ENSG00000157911,PEX10,494920,R10,0.003168194874557992,0.13861386138613863
cg17907003,ENSG00000143061,IGSF3,-323038,L3,0.003168194874557992,0.07920792079207921
cg22157069,ENSG00000081692,JMJD4,1161642,R7,0.003168194874557992,0.1188118811881188
cg15711508,ENSG00000134365,CFHR4,3387128,R6,0.0032224252411804308,0.15841584158415842
cg08944484,ENSG00000197472,ZNF695,177687,R4,0.003241618004837297,0.12871287128712872
cg12444822,ENSG00000143514,TP53BP2,-1638229,L10,0.003241618004837297,0.06930693069306931
cg15895782,ENSG00000143353,LYPLAL1,4696959,R10,0.003241618004837297,0.0594059405940594
cg16276225,ENSG00000143653,SCCPDH,-166553,L3,0.003241618004837297,0.0297029702970297
cg24678113,ENSG00000157911,PEX10,-661229,L10,0.003241618004837297,0.13861386138613863
cg18126802,ENSG00000180999,C1orf105,68759,R2,0.003274195592691062,0.039603960396039604
cg12444822,ENSG00000243709,LEFTY1,402076,R4,0.0033161754696269096,0.26732673267326734
cg00340127,ENSG00000203667,COX20,2748114,R9,0.0033165682545879564,0.0891089108910891
cg18156192,ENSG00000155367,PPM1J,931781,R7,0.0033165682545879564,0.15841584158415842
cg19726343,ENSG00000162408,NOL9,-900999,L8,0.0033165682545879564,0.25742574257425743
cg21117808,ENSG00000054523,KIF1B,382925,R6,0.0033165682545879564,0.0297029702970297
cg22016731,ENSG00000182109,RP11-69E11.4,-299282,L10,0.0033165682545879564,0.04950495049504951
cg03324138,ENSG00000008130,NADK,-538513,L10,0.0033930730113717264,0.1485148514851485
cg12792264,ENSG00000135862,LAMC1,-856908,L9,0.0033930730113717264,0.009900990099009901
cg13300670,ENSG00000157911,PEX10,-551597,L8,0.0033930730113717264,0.13861386138613863
cg21526778,ENSG00000203668,CHML,-1785628,L8,0.0033930730113717264,0.10891089108910891
cg14170793,ENSG00000181218,HIST3H2A,-879090,L8,0.0034711600511642352,0.0594059405940594
cg18857402,ENSG00000203668,CHML,-2463873,L10,0.0034711600511642352,0.10891089108910891
cg20284239,ENSG00000197965,MPZL1,-329843,L5,0.0034711600511642352,0.009900990099009901
cg18161025,ENSG00000240021,TEX35,1337917,R4,0.0034730342695546866,0.31683168316831684
cg03002586,ENSG00000203667,COX20,2345260,R9,0.003550857541585598,0.10891089108910891
cg03226435,ENSG00000157911,PEX10,-712962,L10,0.003550857541585598,0.1485148514851485
